filename,fog,glare,road,traffic,weather,scene,timeofday
cabc30fc-e7726578.jpg,0,0,0,1,0,2,0
cabc30fc-eb673c5a.jpg,0,0,0,1,0,1,1
cabc30fc-fd79926f.jpg,0,0,0,1,0,2,0
cabc9045-1b8282ba.jpg,0,1,0,1,0,2,2
cabc9045-581f64de.jpg,0,0,0,1,0,2,2
cabc9045-5a50690f.jpg,0,0,1,1,0,2,2
cabc9045-b3349548.jpg,0,0,0,1,0,1,2
cabc9045-c6dc9529.jpg,0,1,0,1,0,2,2
cabc9045-cd422b81.jpg,0,0,0,1,0,2,2
cabc9045-d91ecb66.jpg,0,0,1,1,0,2,2
cabddb96-ca0ac856.jpg,0,1,0,1,0,0,1
cabe1040-5f02711e.jpg,0,0,1,1,3,2,1
cabe1040-c59cb390.jpg,0,0,1,1,4,2,1
cabea010-6882cf41.jpg,0,1,1,1,0,1,2
cabf7be1-36a39a28.jpg,0,0,0,1,1,2,1
cabf7be1-f1a7e00d.jpg,0,0,0,1,1,1,1
cabf9f3c-d58a6760.jpg,0,0,0,1,0,2,1
cac07407-0396e053.jpg,0,0,0,1,0,2,1
cac07407-0eb1c8bf.jpg,0,0,0,1,0,2,1
cac07407-15b814db.jpg,0,1,0,1,5,2,1
cac07407-196cd6f8.jpg,0,0,0,1,0,1,1
cac07407-76e4c968.jpg,0,1,0,1,0,1,1
cac07407-951977c8.jpg,0,0,0,1,0,0,1
cac07407-ba37148a.jpg,0,0,0,1,5,0,1
cac07407-bc0b048a.jpg,0,0,0,0,0,2,1
cac07407-e969f06a.jpg,0,1,0,1,0,1,1
cac07407-fe32e494.jpg,0,0,0,1,0,1,1
cac32276-2ea56b83.jpg,0,0,0,1,2,0,1
cac32276-a70feba7.jpg,0,0,0,1,5,2,1
cac32276-cf233a28.jpg,0,0,0,1,0,2,1
cac47e88-3227e13a.jpg,0,0,0,1,4,1,0
cac6a8d8-29780d2d.jpg,0,0,0,1,0,1,1
cac75967-8a9c164b.jpg,0,0,0,1,0,2,2
cace2484-cd478fab.jpg,0,0,0,1,0,2,1
cacfaddc-ce8105be.jpg,0,0,0,1,1,2,1
cad02f4a-dd2c4b41.jpg,0,0,0,1,2,2,1
cad03998-075bb24b.jpg,0,0,0,1,1,2,1
cad03998-b2cc3e61.jpg,0,0,0,1,1,2,1
cad03998-e6cc2ae6.jpg,0,1,0,1,1,2,1
cad17389-cb0208f5.jpg,0,1,1,1,0,2,2
cad17389-f72e5365.jpg,0,0,0,1,0,2,2
cad180c4-2edc9315.jpg,0,0,1,1,3,2,0
cad180c4-553ceeb1.jpg,0,1,1,1,3,2,2
cad180c4-d05b49f1.jpg,0,1,1,1,3,2,2
cad4a646-68a8d136.jpg,0,0,0,1,0,2,2
cad54cf7-6779254f.jpg,0,0,0,1,0,1,2
cad7fdff-d9946f73.jpg,0,0,1,1,4,2,1
cadb239d-0776327a.jpg,0,0,0,1,0,1,2
cadb239d-499b1478.jpg,0,1,0,0,0,1,2
cadb239d-a768df31.jpg,0,0,0,1,0,1,2
cadb5cf7-31d9a0d7.jpg,0,0,0,1,4,2,2
cadbd8df-9efc61fd.jpg,0,0,1,1,3,1,1
cadc60a4-0834935f.jpg,0,0,0,1,1,2,1
cadd00a0-4251d603.jpg,0,0,0,1,2,1,1
cadd00a0-efef6501.jpg,0,0,0,1,0,0,1
cade2084-5714bb13.jpg,0,1,0,1,0,2,2
cade2084-71df1a4e.jpg,0,0,0,1,0,2,2
cade2084-8fb02395.jpg,0,0,0,1,0,2,2
cade2aed-db2e9c98.jpg,0,0,1,1,4,2,1
cadf297e-457ef8ae.jpg,0,0,0,1,1,1,1
cadf77c3-2857db38.jpg,0,0,0,1,0,2,1
cadfb2fe-5dd5f809.jpg,0,1,1,1,3,2,2
cadfb2fe-708d6e3b.jpg,0,1,1,2,0,2,2
cadfb2fe-f43878a3.jpg,0,1,1,1,3,1,2
cae23877-a1826db4.jpg,0,0,0,1,2,2,1
cae28701-5286ae2f.jpg,0,0,0,1,0,2,2
cae29b60-b9d5bdb6.jpg,0,1,1,1,3,2,2
cae39588-58dd3092.jpg,0,0,0,1,1,2,1
cae39588-8ea784d1.jpg,0,0,0,1,1,2,1
cae49ab7-c87d52c4.jpg,0,0,0,1,0,0,1
cae4f10f-54b690b0.jpg,0,0,0,1,2,1,1
cae4f10f-e5906613.jpg,0,0,0,1,2,2,1
cae6c88d-0db9c3ab.jpg,0,0,0,1,0,2,2
cae73656-aeb2944f.jpg,0,1,0,1,0,2,1
cae77018-7bc11357.jpg,0,0,1,1,0,2,2
cae842b9-82d52302.jpg,0,1,1,2,4,2,1
cae881fa-02da1ae2.jpg,0,0,0,1,2,0,1
cae8e3d7-13803eef.jpg,0,0,0,0,0,3,2
cae913d9-6df0f74b.jpg,0,0,0,1,0,2,2
cae913d9-e07a8369.jpg,0,0,0,0,0,1,2
caea91fd-e457bf7b.jpg,0,0,1,1,0,2,2
caeb0fbb-410c10ca.jpg,0,0,1,1,5,2,1
caeb782d-4a20b7c4.jpg,0,0,1,1,4,0,0
caec69a1-75429ccd.jpg,0,0,0,1,0,2,2
caee33ed-136d6b7c.jpg,0,0,0,1,5,1,1
caee33ed-bb44010a.jpg,0,0,1,1,3,1,1
caf380ad-52f6a603.jpg,0,0,0,1,0,2,1
caf380ad-83f39185.jpg,0,0,0,1,0,2,1
caf380ad-ee9a7699.jpg,0,0,0,1,1,2,1
caf5502b-8233af1b.jpg,0,0,2,1,4,2,1
caf56f7a-1407df75.jpg,0,0,0,1,0,2,1
caf6713b-1823e54e.jpg,0,1,1,1,0,2,2
caf6d8fe-7650f811.jpg,0,1,0,1,0,1,2
caf73e65-16760e37.jpg,0,1,0,2,0,0,2
caf73e65-99596d6e.jpg,0,0,0,1,0,3,2
caf8496d-6ce3dbda.jpg,0,1,1,1,4,2,1
caf91e5e-fbd7f315.jpg,0,1,0,1,0,0,2
caf92153-8fdace82.jpg,0,0,1,1,3,1,1
caf92153-cfcdf92a.jpg,0,0,1,1,3,1,1
caf9b4a2-dbf2a8a7.jpg,0,1,0,1,0,2,2
cafa7c32-0d800808.jpg,0,1,0,1,4,2,2
cafae648-c3d4e13a.jpg,0,0,0,1,0,2,1
cafb3b52-f34e5454.jpg,0,1,0,1,0,2,2
cafb3e02-83c800ed.jpg,0,0,0,1,0,1,2
cafb3e6f-22f2007e.jpg,0,0,0,1,0,1,1
cafbae4e-1d69e770.jpg,0,0,0,1,0,0,2
cafbb9cb-c8d8b9df.jpg,0,0,0,1,0,2,2
cafca327-47cae51f.jpg,0,0,0,1,0,1,2
cafd4970-2592f52f.jpg,0,1,0,1,0,2,2
cafe3793-42a32ab9.jpg,0,0,0,1,5,3,1
cafe3793-f5638516.jpg,0,1,0,1,5,2,1
cafecee9-ae650f5f.jpg,0,1,1,1,0,2,2
caff2200-238a0388.jpg,0,1,0,1,0,2,2
caff5d9a-35754dcf.jpg,0,0,0,1,0,2,2
caff5d9a-e71dee8e.jpg,0,1,0,1,0,2,2
cb020379-3477f3c4.jpg,0,1,0,1,0,1,2
cb0287d1-207cdf5c.jpg,0,0,0,1,0,1,2
cb0287d1-622df962.jpg,0,0,0,1,3,1,2
cb02bc12-00b2fbbb.jpg,0,0,0,1,2,2,1
cb031b03-0f3ed476.jpg,0,0,0,1,5,2,1
cb031b03-cc89642d.jpg,0,0,0,1,0,2,1
cb0368de-db7b4f2d.jpg,0,0,0,1,0,0,1
cb04fee6-31529064.jpg,0,1,0,1,0,2,2
cb04fee6-a44df902.jpg,0,1,0,1,0,2,2
cb04fee6-d1f397da.jpg,0,0,0,1,0,1,2
cb05eaa9-f2430836.jpg,0,0,0,2,0,2,2
cb063b6c-158d56f6.jpg,0,0,0,1,0,1,1
cb0676bb-988d6eb5.jpg,0,0,0,1,0,0,2
cb0676bb-98e0e60f.jpg,0,1,1,0,3,0,2
cb0676bb-a07ba110.jpg,0,0,0,1,0,1,2
cb0676bb-b1b073e4.jpg,0,0,0,1,0,0,2
cb0676bb-c22aecec.jpg,0,1,0,1,0,2,2
cb0676bb-c375cf69.jpg,0,1,0,1,0,2,2
cb07632a-8c57bef7.jpg,0,0,2,1,4,2,1
cb078020-5bfd7122.jpg,0,0,0,1,1,2,1
cb078020-ab5a89f2.jpg,0,0,0,1,0,1,1
cb078020-b82ebd77.jpg,0,0,0,1,5,2,1
cb0ad251-7f86477e.jpg,0,0,0,1,0,2,2
cb0bdd89-5bdf8abc.jpg,0,0,0,1,0,2,1
cb0bdd89-f1ff3b69.jpg,0,0,0,1,0,0,1
cb0cece8-0bf1974e.jpg,0,1,1,0,5,2,1
cb0e6066-8c6456bf.jpg,0,0,0,1,4,0,1
cb104d26-1ba62e91.jpg,0,0,0,1,0,2,2
cb1294f1-3faf01b9.jpg,0,0,0,1,0,2,1
cb1294f1-fba3ff7d.jpg,0,1,0,1,5,2,1
cb13d27e-aed37c4c.jpg,0,1,0,1,0,2,2
cb146e98-0d092e48.jpg,0,0,0,1,0,1,2
cb146e98-15a5ad7c.jpg,0,0,0,1,0,2,2
cb146e98-1bb7e9d7.jpg,0,0,0,1,0,1,2
cb146e98-21026d6b.jpg,0,1,0,1,0,2,2
cb146e98-6ad6acfd.jpg,0,0,0,0,0,2,2
cb146e98-77442601.jpg,0,1,0,1,0,1,2
cb146e98-85b699ad.jpg,0,0,0,1,0,2,2
cb146e98-a1828594.jpg,0,0,1,1,0,2,2
cb146e98-becc1d13.jpg,0,0,0,1,0,1,2
cb146e98-f92b6ddc.jpg,0,1,0,1,0,1,2
cb14e978-0d45dc28.jpg,0,1,0,1,0,2,2
cb14e978-6c4d53f3.jpg,0,1,0,1,0,2,2
cb14e978-9ac7f029.jpg,0,0,0,1,0,2,2
cb14e978-a5eb5afb.jpg,0,1,1,1,0,2,2
cb14e978-d76604ee.jpg,0,0,0,1,0,2,2
cb15c5ae-b7c3e935.jpg,0,0,0,1,5,0,1
cb15f3ff-e11f8dac.jpg,0,0,0,1,0,0,2
cb16478b-17e02968.jpg,0,0,0,2,0,2,1
cb16478b-2c1ed614.jpg,0,0,0,1,2,1,1
cb16478b-def793e8.jpg,0,0,0,1,0,2,1
cb18ff25-8cccd910.jpg,0,1,0,1,0,1,2
cb191189-dcfc5543.jpg,0,0,1,1,3,2,2
cb19ca00-06374256.jpg,0,0,0,1,0,2,2
cb19ca00-185e1163.jpg,0,0,1,1,3,2,2
cb19ca00-7cee58db.jpg,1,1,0,1,0,1,2
cb19ca00-7fe7ed92.jpg,0,0,0,1,0,1,1
cb1a59af-6df6a7ab.jpg,0,0,0,1,0,0,1
cb1d8d95-283dd8d2.jpg,0,0,0,1,2,0,1
cb1f05ca-28b96d3e.jpg,0,0,0,1,5,2,1
cb22c820-f094952f.jpg,0,0,0,1,0,2,1
cb2382b5-9cc2c304.jpg,0,1,0,1,1,3,1
cb2512c2-c2d1b0f2.jpg,0,1,0,1,0,1,2
cb25355a-3ac85fc1.jpg,0,0,0,1,0,1,1
cb253f3b-b54796d8.jpg,0,0,0,1,0,0,2
cb25d527-e041ee3a.jpg,0,1,0,0,0,2,0
cb25d8ec-1c06a707.jpg,0,0,0,1,0,1,2
cb25d8ec-e52ef234.jpg,0,0,0,1,0,1,2
cb25fc78-7ac3b863.jpg,0,0,0,1,0,2,0
cb25fc78-c89840f6.jpg,0,0,0,1,0,2,1
cb27de55-d8c84ee3.jpg,0,0,0,1,5,2,1
cb2a851d-d0884eb5.jpg,0,0,0,1,0,2,1
cb2c6d0f-d4b068b0.jpg,0,0,1,1,3,2,0
cb2c801b-7b6283e5.jpg,0,1,0,1,5,0,1
cb2c801b-b5274dda.jpg,0,0,0,1,0,1,0
cb2e3d65-2d64ca0e.jpg,0,0,1,0,4,0,1
cb2fdf4d-05fad7c1.jpg,0,0,0,1,1,0,1
cb2fdf4d-1f6ec0ba.jpg,0,0,0,1,0,2,1
cb2fdf4d-4b15f621.jpg,0,0,0,1,2,2,1
cb2fe290-7246a85f.jpg,0,0,0,1,2,2,1
cb2fe290-8786cd14.jpg,0,0,0,1,0,1,1
cb2fe290-88aacceb.jpg,0,0,0,1,1,2,0
cb30c05c-cdad343b.jpg,0,1,1,1,0,2,2
cb319c00-9206979b.jpg,0,0,0,1,0,1,1
cb325137-259f2a29.jpg,0,0,0,1,0,2,2
cb32ab44-2e476a87.jpg,0,0,0,1,0,2,2
cb32ab44-776b1f34.jpg,0,1,0,1,0,0,2
cb32ab44-9feb37f3.jpg,0,0,0,0,0,2,2
cb32ab44-e8b00418.jpg,0,0,0,1,0,1,2
cb32ab44-f15d148d.jpg,0,1,0,1,0,1,2
cb32ec15-6e369f96.jpg,0,0,0,1,2,2,0
cb3300b5-269086e6.jpg,0,0,1,1,3,1,1
cb337f2b-3629c65f.jpg,0,0,0,1,2,1,1
cb3397f4-ca73c4b8.jpg,0,1,1,1,3,2,2
cb356543-f4ae1553.jpg,0,0,2,1,4,0,1
cb3598eb-f9977424.jpg,0,1,1,1,3,2,2
cb35b452-b1c5276b.jpg,0,0,0,1,0,1,2
cb3689c8-60e38678.jpg,0,0,0,1,2,2,1
cb376872-210383e3.jpg,0,0,1,1,3,1,1
cb376872-5d6ac015.jpg,0,0,0,1,1,1,1
cb376872-948ed402.jpg,0,0,0,1,1,1,1
cb37bfff-1b87d685.jpg,0,0,0,1,0,2,1
cb38bda4-26729b52.jpg,0,0,0,1,2,2,0
cb38bda4-6b1da930.jpg,0,1,1,1,0,3,2
cb39b649-4620ea32.jpg,0,0,1,1,2,2,1
cb3d23f6-7e35e616.jpg,0,0,1,1,5,1,1
cb3e5d46-784f9106.jpg,0,1,0,1,0,2,2
cb3f27ee-14753cfb.jpg,0,1,1,1,3,1,2
cb3f27ee-b8c0119f.jpg,0,0,1,1,0,1,2
cb407ea1-c710bb54.jpg,0,0,0,1,2,0,1
cb408cd1-03899cff.jpg,1,0,1,1,3,0,1
cb408cd1-4e5d1a93.jpg,1,0,1,1,2,2,1
cb408cd1-7361838c.jpg,1,0,1,1,3,2,1
cb41fd07-83d4ec04.jpg,0,0,0,1,2,2,1
cb421747-f06aec7d.jpg,0,0,0,1,0,1,1
cb4614bc-47577a9a.jpg,0,0,0,1,2,2,1
cb466c0c-cdcf7586.jpg,0,0,0,1,0,2,0
cb46b1c1-02909ba2.jpg,0,0,0,1,2,2,1
cb4706a3-2d18ef4d.jpg,0,0,0,1,0,2,2
cb4706a3-42990a31.jpg,0,0,0,1,0,2,2
cb485e40-041c5db0.jpg,0,1,0,1,0,1,1
cb48db12-12e08c9c.jpg,0,0,0,1,0,2,1
cb48db12-9ba44a71.jpg,0,0,0,1,0,1,1
cb4bc75f-f2933f23.jpg,0,0,0,1,2,0,0
cb4bfc16-1a262bbd.jpg,0,0,0,1,0,2,1
cb4bfc16-3b250dbf.jpg,0,0,0,1,0,0,1
cb4bfc16-80e9d4a2.jpg,0,0,0,1,1,2,1
cb4cb2f3-074beab3.jpg,0,0,0,1,5,1,1
cb4d070c-20a30e53.jpg,0,0,0,1,0,2,2
cb4e8a30-20f681d7.jpg,0,0,0,1,0,2,2
cb516cda-08e840e0.jpg,0,0,2,1,4,2,1
cb52bac5-9b9156c4.jpg,0,0,0,1,5,2,1
cb540cff-6928e2e0.jpg,0,0,1,1,2,2,1
cb547251-ce16ab57.jpg,0,0,0,1,2,0,1
cb552c07-1e453e94.jpg,0,0,0,1,5,2,1
cb552c07-d96caa28.jpg,0,0,0,1,5,1,1
cb553f74-87d7cd19.jpg,0,0,0,1,0,0,1
cb553f74-a0bbb89a.jpg,0,0,0,1,5,2,1
cb555b17-0341b125.jpg,0,0,0,1,0,2,2
cb555b17-2f3df80a.jpg,0,1,1,1,0,1,2
cb555b17-47b860f6.jpg,0,0,0,1,0,2,2
cb555b17-5fce2544.jpg,0,1,0,1,0,2,2
cb555b17-ac237da8.jpg,0,0,0,1,0,2,2
cb55a21f-cea4eb6a.jpg,0,1,0,1,0,2,2
cb55a21f-dab8ad35.jpg,0,0,0,1,0,1,2
cb573aeb-d82b66c3.jpg,0,1,0,1,0,2,2
cb58f48b-957bfd2c.jpg,0,0,0,1,0,0,1
cb5903ec-ab4d55f9.jpg,0,1,0,1,5,3,1
cb5e9e9c-317f73c1.jpg,0,0,0,1,1,2,1
cb5fa573-fa7df890.jpg,0,0,0,1,2,2,1
cb606577-33698fb5.jpg,0,0,0,1,0,2,2
cb61fa6c-04f20136.jpg,0,0,0,1,0,0,1
cb61fa6c-1104f84c.jpg,0,0,0,1,2,2,1
cb61fa6c-39085365.jpg,0,0,1,1,2,2,1
cb61fa6c-982289be.jpg,0,0,0,1,5,2,1
cb626215-835f3c31.jpg,0,0,0,1,2,1,1
cb634c79-adae95f2.jpg,0,0,0,1,0,2,1
cb63ddeb-c7aee033.jpg,0,0,0,1,0,1,1
cb661448-1dde14e9.jpg,0,0,0,1,0,0,2
cb677fcb-77f2ff92.jpg,0,0,0,1,0,1,2
cb67cd3a-48f5f6ee.jpg,0,0,0,1,0,2,1
cb67cd3a-78c878f6.jpg,0,0,0,0,0,2,2
cb67cd3a-92cfbc6a.jpg,0,0,0,1,0,1,2
cb67cd3a-cd0234d8.jpg,0,0,0,1,5,2,1
cb67d80d-05c1518e.jpg,0,0,0,1,0,2,1
cb694310-19547889.jpg,0,0,0,1,1,1,1
cb6967ef-09c66b9b.jpg,0,1,0,1,0,1,2
cb69c47a-3adb9d19.jpg,0,0,1,1,3,2,1
cb6b0c57-cf1fc33e.jpg,0,0,0,1,0,0,1
cb6c1298-6194924c.jpg,0,0,0,0,2,1,1
cb6cb98f-2132e482.jpg,0,0,0,2,0,2,2
cb6e5ba7-91566c19.jpg,0,0,0,1,2,2,0
cb6e5ba7-c6b079ba.jpg,0,0,0,1,2,1,1
cb6e5ba7-d95d09c9.jpg,0,1,0,1,0,2,2
cb6e675a-510b8a3d.jpg,0,0,0,1,2,2,1
cb6feb71-4f2031de.jpg,0,0,0,1,0,2,1
cb6feb71-f9d2abd3.jpg,0,0,0,1,0,2,1
cb713460-c5eecc9d.jpg,0,0,0,1,0,2,2
cb71fc1a-20d1c0e3.jpg,0,1,0,1,0,2,2
cb727cf8-e43b8bcf.jpg,0,1,0,1,0,2,2
cb7432e5-3350e576.jpg,0,0,0,1,0,1,1
cb7432e5-5f52a54b.jpg,0,0,0,1,0,1,1
cb744436-af4453b8.jpg,0,1,0,1,5,2,1
cb744436-fc001c01.jpg,0,1,0,1,0,2,1
cb74a88b-0a39afe8.jpg,0,0,0,1,0,2,0
cb74a88b-35158084.jpg,0,0,0,0,2,2,1
cb74a88b-cb621c3a.jpg,0,0,0,1,2,2,0
cb762503-30f8ed32.jpg,0,0,0,1,0,2,2
cb762503-487cd3ac.jpg,0,0,0,1,0,1,2
cb762503-923d5224.jpg,0,0,0,1,0,2,2
cb762503-cc174e8a.jpg,0,0,1,1,0,2,2
cb770f78-01076f85.jpg,0,0,0,1,0,2,1
cb770f78-459a3559.jpg,0,0,0,1,0,2,1
cb770f78-ae09920d.jpg,0,0,0,1,0,2,1
cb77a7d0-70e0a6f7.jpg,0,1,1,1,3,2,2
cb788d32-fcf4487a.jpg,0,0,0,1,2,2,1
cb79e12f-88a7d960.jpg,0,0,0,1,5,0,1
cb79e12f-e7189051.jpg,0,0,0,1,5,2,1
cb79e12f-ea8d023b.jpg,0,0,0,0,1,1,1
cb7bffcf-17c75571.jpg,0,0,0,1,2,1,1
cb7bffcf-33713cec.jpg,0,1,0,1,0,1,1
cb7bffcf-529af552.jpg,0,0,0,1,0,2,1
cb7bffcf-5e7c5677.jpg,0,0,0,1,0,1,1
cb7c8bb9-bc2d62ba.jpg,0,0,0,1,5,2,1
cb7d0bb4-915e0029.jpg,0,0,0,1,0,2,1
cb7d10b2-547b3de5.jpg,0,0,0,1,2,2,1
cb7d1d90-dd5d115f.jpg,0,0,0,1,2,2,0
cb7e1adc-415567c3.jpg,0,1,0,1,4,0,2
cb7f4d6f-c83c0fea.jpg,1,0,1,1,2,1,0
cb816c62-b932176d.jpg,0,0,0,1,1,2,1
cb816c62-cb006e29.jpg,0,0,0,1,0,2,2
cb832b24-ee7f9b66.jpg,0,0,1,1,1,2,0
cb842524-5b6a3672.jpg,0,0,0,1,0,1,2
cb843184-33700679.jpg,0,1,0,1,4,2,2
cb843184-86feb9c0.jpg,0,0,1,1,0,0,2
cb84e186-902e8c24.jpg,0,1,1,1,3,1,2
cb86b1d9-7735472c.jpg,0,0,0,0,2,1,1
cb871759-8b3a0c24.jpg,0,0,0,1,1,2,1
cb879996-ecab29b0.jpg,0,0,0,1,5,2,1
cb8887dd-3d1b43e2.jpg,0,1,1,1,3,2,2
cb8a7be4-fcfd3acb.jpg,0,1,0,1,0,2,2
cb8b28d3-ab96a5fc.jpg,0,1,1,1,0,2,2
cb8e570a-7fdaa35c.jpg,0,1,1,1,4,2,2
cb91d5a1-018bc367.jpg,0,0,0,1,0,1,2
cb91d5a1-07962352.jpg,0,1,0,1,0,2,2
cb91d5a1-0b3d3373.jpg,0,0,0,1,0,2,2
cb91d5a1-46a38944.jpg,0,0,0,1,0,2,2
cb91d5a1-579075a1.jpg,0,0,0,1,0,2,2
cb91d5a1-7722b303.jpg,0,0,0,1,0,2,2
cb91d5a1-7d332f2e.jpg,0,0,0,1,0,1,2
